review_id,order_id,customer_rating,feedback
1,1,5,Packaging could improve
2,2,1,Food was cold
3,3,5,Very tasty
4,4,5,Packaging could improve
5,5,3,Packaging could improve
6,6,3,Loved it
7,7,2,Fast delivery
8,8,2,Food was cold
9,9,4,Packaging could improve
10,10,5,Will order again
11,11,5,Late delivery
12,12,1,Very tasty
13,13,2,Food was cold
14,14,2,Highly recommended
15,15,1,Late delivery
16,16,2,Loved it
17,17,3,Late delivery
18,18,3,Excellent food
19,19,5,Fast delivery
20,20,1,Fast delivery
21,21,1,Packaging could improve
22,22,1,Food was cold
23,23,4,Highly recommended
24,24,5,Packaging could improve
25,25,3,Average experience
26,26,3,Highly recommended
27,27,3,Very tasty
28,28,1,Late delivery
29,29,5,Excellent food
30,30,4,Late delivery
31,31,4,Excellent food
32,32,2,Packaging could improve
33,33,4,Fast delivery
34,34,4,Food was cold
35,35,3,Will order again
36,36,3,Food was cold
37,37,3,Average experience
38,38,4,Average experience
39,39,4,Average experience
40,40,5,Loved it
41,41,2,Fast delivery
42,42,2,Packaging could improve
43,43,3,Loved it
44,44,5,Will order again
45,45,3,Packaging could improve
46,46,4,Food was cold
47,47,4,Loved it
48,48,2,Excellent food
49,49,5,Fast delivery
50,50,1,Late delivery
51,51,1,Late delivery
52,52,1,Average experience
53,53,3,Late delivery
54,54,3,Fast delivery
55,55,4,Fast delivery
56,56,2,Late delivery
57,57,3,Highly recommended
58,58,4,Packaging could improve
59,59,4,Excellent food
60,60,3,Very tasty
61,61,1,Will order again
62,62,3,Highly recommended
63,63,2,Loved it
64,64,4,Highly recommended
65,65,3,Late delivery
66,66,5,Fast delivery
67,67,4,Highly recommended
68,68,2,Loved it
69,69,3,Very tasty
70,70,3,Packaging could improve
71,71,4,Late delivery
72,72,5,Excellent food
73,73,2,Loved it
74,74,2,Late delivery
75,75,2,Will order again
76,76,5,Excellent food
77,77,1,Late delivery
78,78,2,Fast delivery
79,79,4,Packaging could improve
80,80,2,Very tasty
81,81,5,Excellent food
82,82,1,Food was cold
83,83,1,Will order again
84,84,1,Packaging could improve
85,85,2,Highly recommended
86,86,1,Average experience
87,87,5,Highly recommended
88,88,2,Fast delivery
89,89,4,Loved it
90,90,5,Food was cold
91,91,5,Will order again
92,92,1,Excellent food
93,93,5,Highly recommended
94,94,5,Excellent food
95,95,5,Food was cold
96,96,2,Fast delivery
97,97,2,Late delivery
98,98,5,Late delivery
99,99,1,Average experience
100,100,5,Highly recommended
101,101,3,Late delivery
102,102,1,Loved it
103,103,1,Packaging could improve
104,104,5,Loved it
105,105,4,Average experience
106,106,5,Excellent food
107,107,2,Excellent food
108,108,3,Very tasty
109,109,1,Fast delivery
110,110,2,Average experience
111,111,2,Average experience
112,112,2,Fast delivery
113,113,5,Average experience
114,114,4,Loved it
115,115,2,Will order again
116,116,3,Will order again
117,117,4,Average experience
118,118,2,Very tasty
119,119,2,Loved it
120,120,5,Loved it
121,121,2,Loved it
122,122,3,Excellent food
123,123,5,Late delivery
124,124,2,Average experience
125,125,1,Very tasty
126,126,1,Late delivery
127,127,2,Loved it
128,128,5,Highly recommended
129,129,3,Fast delivery
130,130,5,Very tasty
131,131,2,Late delivery
132,132,4,Food was cold
133,133,2,Loved it
134,134,5,Food was cold
135,135,3,Average experience
136,136,5,Fast delivery
137,137,4,Late delivery
138,138,3,Highly recommended
139,139,5,Average experience
140,140,5,Fast delivery
141,141,5,Will order again
142,142,3,Late delivery
143,143,1,Very tasty
144,144,1,Will order again
145,145,1,Very tasty
146,146,4,Loved it
147,147,5,Will order again
148,148,3,Packaging could improve
149,149,1,Excellent food
150,150,3,Packaging could improve
151,151,3,Very tasty
152,152,4,Very tasty
153,153,1,Excellent food
154,154,5,Late delivery
155,155,1,Loved it
156,156,5,Highly recommended
157,157,2,Loved it
158,158,5,Food was cold
159,159,2,Excellent food
160,160,3,Food was cold
161,161,1,Highly recommended
162,162,4,Packaging could improve
163,163,3,Packaging could improve
164,164,5,Will order again
165,165,5,Excellent food
166,166,5,Will order again
167,167,1,Fast delivery
168,168,5,Late delivery
169,169,2,Excellent food
170,170,3,Very tasty
171,171,4,Average experience
172,172,2,Food was cold
173,173,2,Loved it
174,174,5,Late delivery
175,175,1,Packaging could improve
176,176,3,Will order again
177,177,5,Excellent food
178,178,2,Average experience
179,179,3,Packaging could improve
180,180,3,Will order again
181,181,5,Excellent food
182,182,2,Late delivery
183,183,4,Excellent food
184,184,3,Fast delivery
185,185,3,Loved it
186,186,5,Will order again
187,187,4,Average experience
188,188,4,Average experience
189,189,1,Fast delivery
190,190,4,Late delivery
191,191,1,Food was cold
192,192,5,Very tasty
193,193,4,Packaging could improve
194,194,3,Packaging could improve
195,195,4,Fast delivery
196,196,3,Packaging could improve
197,197,2,Excellent food
198,198,2,Highly recommended
199,199,1,Fast delivery
200,200,1,Food was cold
201,201,2,Very tasty
202,202,1,Loved it
203,203,3,Fast delivery
204,204,2,Loved it
205,205,1,Packaging could improve
206,206,1,Excellent food
207,207,5,Late delivery
208,208,1,Fast delivery
209,209,4,Packaging could improve
210,210,5,Loved it
211,211,1,Late delivery
212,212,3,Excellent food
213,213,4,Fast delivery
214,214,1,Average experience
215,215,1,Fast delivery
216,216,5,Very tasty
217,217,1,Packaging could improve
218,218,1,Food was cold
219,219,2,Fast delivery
220,220,1,Will order again
221,221,5,Average experience
222,222,5,Will order again
223,223,4,Food was cold
224,224,2,Fast delivery
225,225,2,Packaging could improve
226,226,5,Food was cold
227,227,1,Loved it
228,228,1,Will order again
229,229,1,Food was cold
230,230,1,Average experience
231,231,5,Highly recommended
232,232,1,Food was cold
233,233,2,Fast delivery
234,234,2,Excellent food
235,235,2,Loved it
236,236,3,Loved it
237,237,2,Packaging could improve
238,238,4,Will order again
239,239,2,Will order again
240,240,5,Average experience
241,241,5,Loved it
242,242,2,Will order again
243,243,5,Will order again
244,244,5,Will order again
245,245,2,Fast delivery
246,246,4,Packaging could improve
247,247,4,Loved it
248,248,4,Loved it
249,249,4,Will order again
250,250,3,Late delivery
251,251,5,Will order again
252,252,1,Fast delivery
253,253,5,Packaging could improve
254,254,5,Fast delivery
255,255,5,Late delivery
256,256,1,Late delivery
257,257,4,Packaging could improve
258,258,5,Highly recommended
259,259,4,Average experience
260,260,1,Will order again
261,261,3,Average experience
262,262,1,Average experience
263,263,4,Excellent food
264,264,1,Food was cold
265,265,1,Excellent food
266,266,5,Late delivery
267,267,1,Fast delivery
268,268,1,Excellent food
269,269,4,Will order again
270,270,3,Will order again
271,271,3,Excellent food
272,272,4,Will order again
273,273,4,Late delivery
274,274,2,Food was cold
275,275,4,Packaging could improve
276,276,4,Late delivery
277,277,5,Fast delivery
278,278,1,Fast delivery
279,279,4,Average experience
280,280,2,Food was cold
281,281,1,Packaging could improve
282,282,2,Average experience
283,283,3,Excellent food
284,284,2,Highly recommended
285,285,2,Excellent food
286,286,1,Very tasty
287,287,2,Very tasty
288,288,5,Late delivery
289,289,2,Food was cold
290,290,1,Food was cold
291,291,2,Late delivery
292,292,2,Packaging could improve
293,293,1,Highly recommended
294,294,1,Loved it
295,295,4,Late delivery
296,296,3,Highly recommended
297,297,3,Will order again
298,298,5,Late delivery
299,299,5,Loved it
300,300,1,Fast delivery
301,301,4,Very tasty
302,302,2,Excellent food
303,303,2,Loved it
304,304,1,Excellent food
305,305,2,Packaging could improve
306,306,2,Fast delivery
307,307,2,Food was cold
308,308,2,Average experience
309,309,2,Loved it
310,310,3,Packaging could improve
311,311,5,Late delivery
312,312,4,Packaging could improve
313,313,1,Loved it
314,314,4,Late delivery
315,315,2,Packaging could improve
316,316,2,Excellent food
317,317,1,Excellent food
318,318,1,Late delivery
319,319,4,Will order again
320,320,5,Excellent food
321,321,3,Loved it
322,322,1,Packaging could improve
323,323,3,Loved it
324,324,2,Loved it
325,325,5,Excellent food
326,326,2,Fast delivery
327,327,5,Highly recommended
328,328,2,Packaging could improve
329,329,1,Highly recommended
330,330,1,Fast delivery
331,331,1,Very tasty
332,332,2,Loved it
333,333,2,Highly recommended
334,334,5,Food was cold
335,335,4,Food was cold
336,336,5,Excellent food
337,337,4,Average experience
338,338,5,Loved it
339,339,4,Late delivery
340,340,3,Loved it
341,341,3,Highly recommended
342,342,2,Very tasty
343,343,3,Packaging could improve
344,344,2,Highly recommended
345,345,4,Very tasty
346,346,5,Fast delivery
347,347,3,Late delivery
348,348,4,Very tasty
349,349,1,Loved it
350,350,4,Late delivery
351,351,2,Loved it
352,352,2,Very tasty
353,353,3,Excellent food
354,354,5,Excellent food
355,355,3,Excellent food
356,356,5,Will order again
357,357,3,Packaging could improve
358,358,3,Packaging could improve
359,359,2,Excellent food
360,360,2,Food was cold
361,361,1,Food was cold
362,362,1,Will order again
363,363,5,Loved it
364,364,4,Will order again
365,365,2,Packaging could improve
366,366,2,Loved it
367,367,2,Average experience
368,368,2,Late delivery
369,369,2,Packaging could improve
370,370,5,Late delivery
371,371,2,Very tasty
372,372,5,Will order again
373,373,4,Very tasty
374,374,1,Food was cold
375,375,1,Late delivery
376,376,5,Very tasty
377,377,1,Will order again
378,378,3,Will order again
379,379,3,Highly recommended
380,380,5,Packaging could improve
381,381,3,Packaging could improve
382,382,1,Fast delivery
383,383,4,Very tasty
384,384,3,Packaging could improve
385,385,5,Excellent food
386,386,5,Will order again
387,387,1,Highly recommended
388,388,4,Very tasty
389,389,3,Very tasty
390,390,5,Fast delivery
391,391,2,Very tasty
392,392,3,Packaging could improve
393,393,2,Average experience
394,394,4,Fast delivery
395,395,4,Late delivery
396,396,1,Loved it
397,397,2,Fast delivery
398,398,4,Packaging could improve
399,399,3,Food was cold
400,400,4,Very tasty
401,401,5,Packaging could improve
402,402,3,Average experience
403,403,2,Food was cold
404,404,5,Loved it
405,405,4,Late delivery
406,406,4,Fast delivery
407,407,4,Average experience
408,408,2,Very tasty
409,409,3,Will order again
410,410,4,Packaging could improve
411,411,3,Highly recommended
412,412,5,Highly recommended
413,413,1,Loved it
414,414,3,Very tasty
415,415,3,Very tasty
416,416,3,Late delivery
417,417,4,Excellent food
418,418,1,Excellent food
419,419,3,Very tasty
420,420,5,Packaging could improve
421,421,1,Average experience
422,422,4,Food was cold
423,423,3,Packaging could improve
424,424,3,Highly recommended
425,425,1,Highly recommended
426,426,1,Will order again
427,427,5,Average experience
428,428,3,Food was cold
429,429,1,Late delivery
430,430,2,Loved it
431,431,5,Packaging could improve
432,432,3,Fast delivery
433,433,2,Excellent food
434,434,2,Food was cold
435,435,1,Average experience
436,436,5,Excellent food
437,437,2,Average experience
438,438,3,Food was cold
439,439,1,Average experience
440,440,1,Packaging could improve
441,441,5,Average experience
442,442,3,Excellent food
443,443,4,Average experience
444,444,5,Average experience
445,445,1,Food was cold
446,446,5,Very tasty
447,447,1,Very tasty
448,448,4,Will order again
449,449,2,Late delivery
450,450,2,Packaging could improve
451,451,4,Fast delivery
452,452,1,Packaging could improve
453,453,2,Fast delivery
454,454,4,Highly recommended
455,455,2,Very tasty
456,456,4,Highly recommended
457,457,5,Very tasty
458,458,3,Late delivery
459,459,2,Fast delivery
460,460,2,Food was cold
461,461,1,Highly recommended
462,462,2,Fast delivery
463,463,3,Packaging could improve
464,464,2,Food was cold
465,465,5,Highly recommended
466,466,5,Very tasty
467,467,5,Packaging could improve
468,468,3,Fast delivery
469,469,5,Late delivery
470,470,2,Average experience
471,471,1,Packaging could improve
472,472,5,Fast delivery
473,473,2,Average experience
474,474,2,Very tasty
475,475,1,Will order again
476,476,1,Will order again
477,477,5,Excellent food
478,478,5,Loved it
479,479,1,Very tasty
480,480,4,Excellent food
481,481,3,Very tasty
482,482,1,Packaging could improve
483,483,2,Highly recommended
484,484,1,Highly recommended
485,485,1,Very tasty
486,486,5,Fast delivery
487,487,1,Very tasty
488,488,1,Will order again
489,489,2,Very tasty
490,490,4,Average experience
491,491,1,Average experience
492,492,5,Excellent food
493,493,4,Excellent food
494,494,1,Late delivery
495,495,5,Loved it
496,496,5,Highly recommended
497,497,3,Very tasty
498,498,1,Average experience
499,499,5,Highly recommended
500,500,1,Fast delivery
501,501,2,Will order again
502,502,4,Very tasty
503,503,1,Very tasty
504,504,2,Packaging could improve
505,505,3,Average experience
506,506,3,Will order again
507,507,1,Will order again
508,508,5,Excellent food
509,509,1,Fast delivery
510,510,2,Fast delivery
511,511,1,Excellent food
512,512,4,Will order again
513,513,5,Loved it
514,514,3,Food was cold
515,515,3,Very tasty
516,516,5,Fast delivery
517,517,4,Fast delivery
518,518,3,Late delivery
519,519,4,Loved it
520,520,4,Late delivery
521,521,1,Packaging could improve
522,522,4,Will order again
523,523,3,Highly recommended
524,524,5,Packaging could improve
525,525,1,Packaging could improve
526,526,4,Packaging could improve
527,527,4,Packaging could improve
528,528,1,Will order again
529,529,4,Very tasty
530,530,5,Food was cold
531,531,1,Late delivery
532,532,3,Packaging could improve
533,533,4,Very tasty
534,534,1,Will order again
535,535,3,Average experience
536,536,3,Excellent food
537,537,2,Very tasty
538,538,5,Average experience
539,539,1,Will order again
540,540,2,Late delivery
541,541,4,Average experience
542,542,4,Packaging could improve
543,543,4,Fast delivery
544,544,2,Will order again
545,545,4,Average experience
546,546,3,Highly recommended
547,547,4,Highly recommended
548,548,4,Loved it
549,549,2,Loved it
550,550,5,Very tasty
551,551,5,Excellent food
552,552,2,Food was cold
553,553,5,Excellent food
554,554,3,Excellent food
555,555,3,Loved it
556,556,1,Late delivery
557,557,2,Highly recommended
558,558,5,Packaging could improve
559,559,2,Highly recommended
560,560,5,Food was cold
561,561,1,Will order again
562,562,1,Late delivery
563,563,1,Packaging could improve
564,564,1,Excellent food
565,565,4,Loved it
566,566,4,Late delivery
567,567,4,Highly recommended
568,568,4,Late delivery
569,569,1,Average experience
570,570,5,Late delivery
571,571,5,Average experience
572,572,2,Very tasty
573,573,3,Very tasty
574,574,3,Excellent food
575,575,3,Highly recommended
576,576,3,Food was cold
577,577,5,Fast delivery
578,578,5,Loved it
579,579,3,Food was cold
580,580,2,Late delivery
581,581,4,Fast delivery
582,582,1,Excellent food
583,583,3,Late delivery
584,584,5,Average experience
585,585,2,Food was cold
586,586,2,Will order again
587,587,5,Excellent food
588,588,4,Fast delivery
589,589,2,Highly recommended
590,590,2,Food was cold
591,591,3,Will order again
592,592,4,Fast delivery
593,593,3,Excellent food
594,594,1,Average experience
595,595,4,Fast delivery
596,596,5,Food was cold
597,597,3,Highly recommended
598,598,2,Fast delivery
599,599,5,Average experience
600,600,3,Packaging could improve
601,601,3,Food was cold
602,602,2,Highly recommended
603,603,5,Fast delivery
604,604,2,Late delivery
605,605,4,Late delivery
606,606,2,Loved it
607,607,5,Packaging could improve
608,608,3,Very tasty
609,609,1,Will order again
610,610,1,Late delivery
611,611,3,Packaging could improve
612,612,1,Very tasty
613,613,4,Food was cold
614,614,3,Excellent food
615,615,5,Loved it
616,616,4,Fast delivery
617,617,4,Excellent food
618,618,4,Late delivery
619,619,4,Highly recommended
620,620,4,Very tasty
621,621,3,Excellent food
622,622,1,Late delivery
623,623,2,Highly recommended
624,624,2,Food was cold
625,625,5,Loved it
626,626,5,Packaging could improve
627,627,4,Will order again
628,628,1,Average experience
629,629,2,Very tasty
630,630,2,Very tasty
631,631,3,Very tasty
632,632,1,Packaging could improve
633,633,4,Packaging could improve
634,634,5,Fast delivery
635,635,4,Will order again
636,636,3,Loved it
637,637,4,Food was cold
638,638,5,Highly recommended
639,639,3,Highly recommended
640,640,2,Fast delivery
641,641,1,Food was cold
642,642,4,Will order again
643,643,1,Late delivery
644,644,1,Late delivery
